question,RT @DavidTCDavies: Gove: Who should have control over UK taxpayers' money? Politicians we elect or eurocrats we can't name &amp; can't kick out\\u2026
question,RT @5SOS: Who you gonna call? https://t.co/6c2n5LduMg
question,@lanifeli_ @khevenchy I'm just here to find out exactly what products don't cause that ?
question,"RT @giftedrascal: ""Where has fucking Rhodesia gone?"" https://t.co/gmtwKDGBKU"
question,Are you tired @sprogcast? How did it go?
question,RT @officialdioni: What is it they want?
question,GenCon Roll Call! - iblamethedice: Who\\u2019s going and when can we meetup? YOOOOOO! I\\u2019ll be there hosting a... https://t.co/FPQLCIcYLw
question,"RT @BasebaIIIsLife: If this doesn't bring a smile to your face, what will? \\u26be\\ufe0f https://t.co/M7BGu2w3DY"
question,"RT @_tomcc: Oh look, a new Settings screen :) This one actually makes sense and there's more options too. What do you think? https://t.co/Q\u2026"
question,"RT @sexualgifss: ""its not a big deal""\\n""why you mad?""\\n""shes just a friend from school"" \\n""why you acting crazy"" https://t.co/uW7DKvH8pM"
question,"Ad budgets are shifting, and digital media is rising to the top. So is this is the end of TV? Here\\u2019s why we don\\u2019t... https://t.co/6rbsVKYPhm"
question,RT @bronXraised: Do you feel better about yourself? Do you feel better when I left?
question,RT @Powerful: Umm why haven't I been here? \\U0001f629\\U0001f60d https://t.co/XiiW2CAAce
question,@hollybethx ahh fuck it be grand! How was Ibiza?
question,I need me a gym Bae jus like that lol where u at girl ???  https://t.co/BvhuMYnUtN
question,Where do I submit an application?  https://t.co/1LasIAnvqK
question,[Fansided: Fully Clips] Why on earth would Clippers trade Blake Griffin for Rudy Gay? https://t.co/0HXDENL3sZ #Clippers
question,RT @BaukeMollema: What's going on? Seems like everybody gets time bonuses. I wonder what would have happened if I would have been the only\u2026
question,"RT @HollyGarnis: When I'm single, nobody wants me. When I'm in a relationship, people suddenly notice me. The fuck?"
question,Lobster roll for dinner?? Absolutely!! Who could say no to lobster??
question,Tell me why I just got attacked by Ohio because I was wearing my Purdue shirt? \\U0001f62b\\U0001f602\\U0001f602\\U0001f602
question,"RT @PatriotHammer: @USFreedomArmy How are we planning to organize against the coming bloody weekend if it happens? Come on guys, do more th\\u2026"
question,When will this stop being funny? #coryintheabyss https://t.co/rTYTrDKFoo
question,"RT @JohnRMoffitt: Wouldn't it just be great if when Republicans said ""family values"" that it would have something to do with families? http\\u2026"
question,"How do you define ""impact"" in biomedical research and innovation?"
question,RT @tideful: IF UR NOT OBSESSED W THE PERSON UR DATING THEN WYD ?????
question,Who's cumin to watch me on camera right now? \\u25ba https://t.co/LkG8EhO8WF #xxx #porno #camgirl #sexygirls
question,@Majin_Jerome what does that even mean!? \U0001f62b\U0001f602\U0001f602
question,Should I do sketches to fund my want of Team Mystic Capris?! MORE LIKELY THAN ONE MIGHT THINK
question,@almurray @DavidAllenGreen @AaronBastani @HOOKWORMS why would you retweet a false claim that's been debunked?question,RT @KEEMSTAR: Have a iPhone? Download @iTunesPodcasts app then Subscribe to @Baited_Podcast (RT) when done! https://t.co/GvMINsygJX
question,RT @PokemonIife: *in 2026*  Kid: how did you and dad meet?  Mom: I was playing Pokemon Go
question,@TripTerrorinc6 when can you guys get on periscope? \\U0001f440\\U0001f629
question,RT @Chloe_GShore: Can't even believe how stingy some macdonalds workers are giving me one tomato sauce! Does it come out your wages? Nar\\U0001f44a\\U0001f3fd
question,"""so, what about your love life... anything interesting going on?""\\n""Single as fuck heheh you know me!\\U0001f605 Focusing on my job and career ha \\U0001f44d"""
question,"Babe, If Its All About Beauty, Then Why Are These Ex-Beauty Queens Still Single? (Photos) &gt;&gt; https://t.co/y2LxDwvNwz"
question,"Babe, If Its All About Beauty, Then Why Are These Ex-Beauty Queens Still Single? (Photos) &gt;&gt; https://t.co/kq11clnina"
question,"Babe, If Its All About Beauty, Then Why Are These Ex-Beauty Queens Still Single? (Photos) &gt;&gt; https://t.co/16JlviQ9VG"
question,Why do I have the cold in the middle of July??? Because I live in Scotland n the weather is PISH thats why
question,Guess what day it is peoples??  That's right!  Happy birthday to the little yellow guy!  #Spongebobs30th https://t.co/TNNxNzvTII
question,RT @Niggativities: Who hires these niggas? \U0001f602\U0001f602\U0001f602 https://t.co/h5C7Efi5y7
question,. @meganamram I guess they didn't Roll with the Changes?
question,@Whoaa__derr ... A scam by talking about a scam compared to when you actually got scammed. Feel me?
question,"RT @GoSlothsGo: Dear @CharitySoftball peeps, is there a better sound than ball on bat? Maybe when your MVP smashes it in slo-mo! https://t.\\u2026"
question,this how y'all like it ?\U0001f602 https://t.co/HfuvhWrQGu
question,@LordTriston lol do you know the guy? The meme made it so funny.
question,RT @WolfdammSlopes: Just to be devils advocate real quick...\n\nAre we appropriating culture when we wear Hermes and Moncler ect?
question,"@olisavenuss so we are gonna judge someone who's trying to change, on their passed? Mmkay."
question,"RT @chianneag: I'm that friend that genuinely wants to know when I ask ""how are you?"""
question,RT @IndustryTap: Where is the World\\u2019s First 100% Solar Powered Airport?\\n\\nhttps://t.co/g1c6g20VM0
question,"RT @BioZero216: You know what? Go fuck yourself. I'm done with you. You are a pathetic, overly-sensitive manchild.  https://t.co/M22FsBuniK"
question,"RT @JignaRabadia: When a woman says ""What??""\\n\\nIt's not because she didn't hear you. She is giving you a chance to change what you said.!!\\U0001f600"
question,"Babe, If Its All About Beauty, Then Why Are These Ex-Beauty Queens Still Single? (Photos) &gt;&gt; https://t.co/1RovAluOXo"
question,"Babe, If Its All About Beauty, Then Why Are These Ex-Beauty Queens Still Single? (Photos) &gt;&gt; https://t.co/8w8cyxvU5U"
question,@BrazilStats2 Who is the players over 23?\\nAnd where is Thiago Silva and Lucas Moura???
question,"RT @OmggItsRobert: fuck a fake friend, where your real friends at?"
question,RT @RubyRose: I've never had so many problems with Rekordbox in my life! Why?
question,OH MY GOD. What is exactly going on in Nice ?
question,"Child : Mom, I love you ! \\n\\nMom : I love you too  \\n\\nTeenager : Mom, I love you ! \\n\\nMom : Yes, what do you want ? -.-"
question,"Usually don't get involved, but what the hell is wrong with the world? https://t.co/uEZ5Rdb3eB"
question,RT @bbuk: Why are the housemates only eating food they can spell? #BBUK https://t.co/OlQtFiOPRE
question,@LawsonJoel What's your feelings for Paris ? \\U0001f602\\U0001f1eb\\U0001f1f7
question,RT @FootbaIIBattIes: PLAYERS ON THE MOVE\\u267b\\ufe0f\\U0001f4b0\\n\\nWho is the better signing? \\n\\nRT for Mkhitaryan\\nLIKE for Pjani\\u0107 https://t.co/5G7A144fy3
question,"RT @tyleroakley: @aurosan but WHO searches ""porn"" for porn?!?! okay, actually, me when i was 11 and wanted to see porn, nvm"
question,MOST IMPORTANTLY what the fuck did I do to deserve such a beautiful idol like Varun Dhawan?
question,You know when you keep trying at something and get absolutely no where?
question,"6 Ways Hydrating Can Make You Healthier - Did you know that when you feel thirsty, you\\u2019re already dehydrated?... https://t.co/IOZWv8YCPT"
question,RT @OyeeFaXiL: Pakistanis do not want to see these two men retire anytime soon. Agree? https://t.co/MyDiqgk711
question,"RT @daverussell: So Labour NEC.What are Chicken Coup supporters up to today? Curfews,rationing or purging Jeremy Corbyn supporters? https:/\u2026"
question,"RT @CauseWereComedy: ""why don't u text back?""\\n""what do U do on ur summer days?""\\n""why do u always stay home?""\\nhttps://t.co/LCCfJuYrhk"
question,Does anyone know if we have to pay custom charge for colour pop?
question,RT @MLG: Are you KIDDING ME? @EnVy_J0hn with the 1v4!\\n\\nWatch at https://t.co/BB3k6UEhDJ\\n\\n#S2Finals https://t.co/ZNzrzVhrH1
question,Am I the only one who never drunk tweets?
question,"Babe, If Its All About Beauty, Then Why Are These Ex-Beauty Queens Still Single? (Photos) &gt;&gt; https://t.co/vgayHltufR"
question,"Babe, If Its All About Beauty, Then Why Are These Ex-Beauty Queens Still Single? (Photos) &gt;&gt; https://t.co/nq2p9uXmak"
question,Why are you awake at this time?
question,"Babe, If Its All About Beauty, Then Why Are These Ex-Beauty Queens Still Single? (Photos) &gt;&gt; https://t.co/L7bSNFygNu"
question,RT @Koreaboo: The new teasers for Fei's upcoming solo look amazing \U0001f60d\U0001f525Are you excited? @missA_fei https://t.co/TEKsqvCHdq
question,@I_AmAmerica @LadiesForTrump Exactly!  Where is the outrage over the COUNTLESS lives snuffed out by senseless gang violence and abortion???
question,"""Show me the way."" Do your customers know what is behind your door? We can help show the way! https://t.co/lPmze2SqLi"
question,Lol...what marriage entertains anyone? https://t.co/awWPiNN19h
question,RT @RiceGum: Who's sleeping right now??? I can't be the only one sleeping and on Twitter
question,@porksmith do you still have your fantastic IT crowd court suit? If not where can I get one??
question,@AhmedTilly what's happened? Out of the loop
question,Throwback Thursday!  When Grace North moved into a tent and had a summer of revival!  Were you there? #TBT https://t.co/lFgcS6RxkX
question,@fouseyTUBE How are u still staying positive with all the negativity? I honestly don't think I would be able too bruh bruh.
question,Web designers! What is your favorite way to get new clients? I'm an up and comer and looking for advice. Thanks!
question,RT @HeartOfScandal: Do you see Amber Riley?\nDo not touch Amber Riley.\nAmber Riley is art.\nWe don't touch art. https://t.co/gPcUIrt3NZ
question,RT @ilove_thesun: You want a bad skinny bitch who does this an that? Well I want a huge cock and a hardworker with goals. Sheesh FOH.
question,"""Do you think they hear you now?"""
question,RT @karismacollins: Do you guys know any cool cars for a good price? \U0001f695\U0001f697\U0001f699
question,"@iamstevenhale, didn't he ""suspend"" action (can't remember what) during session and then media found out he was back at it 48 hrs later?"
question,RT @robdelaney: Am I supposed to make fun of this or love it like I do? https://t.co/Q0xALbLPmq
question,Bitch how?! https://t.co/Yx1nbpDPX3
question,"@deathdarky In Ireland...? We don't have Greggs, but there's probably loads in Southampton. I only know where two are though."
question,@DashThree how many do you already have?
question,Are you the King of PHP? Moonwalk your resume to @10xmanagement!  #techtalenttunes #programmerparody #michaeljackson https://t.co/lqtFckrkq2
question,@DonnieWahlberg Am I the only one who doesn't get this craze? \\U0001f602\\U0001f602
question,RT @graymartigan: #Qrow &amp; #Torchwick finally meet in person! ...guess where we got lunch? #RWBY https://t.co/gdCyM7QzWK
question,\\U0001f62d\\U0001f62d\\U0001f62d\\U0001f62d\\U0001f62d\\U0001f62d\\U0001f62d\\U0001f62d\\U0001f62d\\U0001f62d RT @_CapoDeiCapi: What.  RT @x_laurenlacey: ..... \\U0001f610 RT @UncleTrini: Is that a sock and ziploc? https://t.co/jcnMZWVCls
question,Why does my cousin @_Beyronce_ get the best luck? She saw just 5 feet away and 3 feet away from the stage man I wish I was her!!!
question,RT @katienelson210: How might you utilize this from an #LESM perspective to alert followers about activities or incidents in your area? htt\\u2026
question,"And do you ever even miss me, darling?"
question,RT @karismacollins: Do you guys know any cool cars for a good price? \\U0001f695\\U0001f697\\U0001f699
question,RT @captcatamount: Are you ready for some football? If you are a DHS football season ticket holder and did not get your letter or... https:\u2026
question,I WANNA ROCK! What song would you sing? Come on down tonight and show us for Thursday Night Karaoke! Starting at... https://t.co/V4mthyGJ76
question,RT @codintel8880: #CIQotD - Battle of the Black Ops Sub Machine Guns! Which Weapon do you prefer? RT - PDW / Like - Weevil! https://t.co/GI\u2026
question,RT @sooofi__: Why am i so ugly?\U0001f494
question,RT @KEEMSTAR: Have a iPhone? Download @iTunesPodcasts app then Subscribe to @Baited_Podcast (RT) when done! https://t.co/GvMINsygJX
question,Guess we need to wait &amp; not rush to judgment on who's responsible for this terror attack in Nice right? F#%k that! https://t.co/QIRRDCbljY
question,@Elolie_ ARE YOU OKAY ???
question,RT @jamieharrington: Who wants to save $3 on a month's worth of diapers? Visit @SamsClub here to learn more: https://t.co/CW1nC6VgZp #ad ht\\u2026
question,Who do we think fits the bill? https://t.co/5xFHM9w7hl
question,"how many pics have i posted today?!who cares, i love it."
question,mi nuh know one gyal can deny me\\nmi know seh mi chain shiny but why pree?
